"","date","GPS.Latitude..","GPS.Longitude..","station","Depth.m","Sal.psu","Temp..C","pH","ODO.mg.L","Turbidity.FNU","Chlorophyll.RFU"
"1",2024-02-08 12:29:06,39.104352,-74.207144,5,1.7292,0.06,7.5722,7.864,10.62,2.534,0.59
"2",2024-02-08 12:29:06,39.1043511627907,-74.2072120930233,5,3.49644186046512,0.0372093023255814,7.56127906976744,7.86883720930233,10.5172093023256,1.11209302325581,0.504651162790698
"3",2024-02-08 12:29:06,39.1043654545455,-74.2071181818182,5,5.06781818181818,0.0518181818181818,7.26190909090909,7.86272727272727,10.7318181818182,-0.356363636363636,0.691818181818182
"4",2024-02-08 12:29:06,39.10437,-74.2071563636364,5,6.86254545454545,0.0427272727272727,7.28463636363636,7.86545454545455,10.6990909090909,-0.331818181818182,0.681818181818182
"5",2024-02-08 12:29:06,39.10437,-74.20716,5,9.049,0.0441666666666667,7.2795,7.86583333333333,10.7,-0.331666666666667,0.705
"6",2024-02-08 12:29:06,39.10437,-74.2071555555556,5,10.9373333333333,0.0766666666666667,7.27266666666667,7.86222222222222,10.7033333333333,-0.338888888888889,0.797777777777778
"7",2024-02-08 12:29:06,39.1043717647059,-74.2071288235294,5,12.7952941176471,0.0505882352941176,7.27658823529412,7.85705882352941,10.7147058823529,-0.348235294117647,0.93
"8",2024-02-08 12:29:06,39.104372,-74.207132,5,15.0115,0.065,7.2901,7.856,10.707,-0.359,0.996
"9",2024-02-08 12:29:06,39.1043754545455,-74.2071645454545,5,17.0689090909091,0.0436363636363636,7.26636363636364,7.86454545454545,10.7054545454545,-0.369090909090909,0.947272727272727
"10",2024-02-08 12:29:06,39.104372,-74.207122,5,19.1064,0.077,7.3055,7.854,10.702,-0.361,1.116
"11",2024-02-08 12:29:06,39.104375,-74.2071471428571,5,21.3252857142857,0.0407142857142857,7.29057142857143,7.85714285714286,10.7107142857143,-0.341428571428571,1.04785714285714
"12",2024-02-08 12:29:06,39.10437375,-74.2071425,5,23.044,0.04,7.304,7.85375,10.70625,-0.3025,1.06625
"13",2024-02-08 12:29:06,39.1043746153846,-74.2071492307692,5,25.331,0.0661538461538462,7.30523076923077,7.85461538461538,10.7084615384615,0.0761538461538462,1.02384615384615
"14",2024-02-08 12:29:06,39.1043741666667,-74.2071466666667,5,26.939,0.0808333333333333,7.31583333333333,7.85416666666667,10.7083333333333,0.878333333333333,0.998333333333333
"15",2024-02-08 12:29:06,39.1043755,-74.2071405,5,28.4483,0.0375,7.3278,7.8525,10.701,2.0795,1.0575
"16",2024-02-08 12:52:50,39.0684385714286,-74.1277314285714,20,1.47414285714286,22.7114285714286,7.12385714285714,7.86285714285714,9.55428571428571,5.97857142857143,0.665714285714286
"17",2024-02-08 12:52:50,39.06843,-74.127679,20,3.0326,22.616,7.2113,7.86,9.335,3.437,0.677
"18",2024-02-08 12:52:50,39.0684364285714,-74.1277414285714,20,5.00321428571429,22.5878571428571,7.23907142857143,7.85642857142857,9.34928571428572,4.06357142857143,0.661428571428571
"19",2024-02-08 12:52:50,39.068399,-74.127644,20,7.1972,22.469,7.3147,7.852,9.308,0.583,0.824
"20",2024-02-08 12:52:50,39.0684208333333,-74.1277325,20,9.34208333333333,11.2941666666667,7.35841666666667,7.85583333333333,10.0875,1.39166666666667,0.775833333333333
"21",2024-02-08 12:52:50,39.0684025,-74.1276675,20,11.309125,16.85125,7.353,7.8525,9.6675,-0.36625,0.9825
"22",2024-02-08 12:52:50,39.068428125,-74.127733125,20,12.7146875,7.069375,7.370875,7.856875,10.328125,-0.3675,0.93625
"23",2024-02-08 12:52:50,39.0684213333333,-74.1277126666667,20,15.2558,10.508,7.33926666666667,7.85533333333333,10.084,-0.368,1.09133333333333
"24",2024-02-08 12:52:50,39.068414,-74.127694,20,17.2739,13.51,7.3433,7.854,9.873,-0.357,1.082
"25",2024-02-08 12:52:50,39.0684315384615,-74.1277038461538,20,18.5363076923077,6.99538461538462,7.32992307692308,7.85692307692308,10.3146153846154,-0.363076923076923,1.01230769230769
"26",2024-02-08 12:52:50,39.0684173333333,-74.127678,20,21.0310666666667,16.498,7.36046666666667,7.85266666666667,9.66933333333333,-0.343333333333333,1.11733333333333
"27",2024-02-08 12:52:50,39.0684361538462,-74.1276838461538,20,23.002,10.4453846153846,7.34846153846154,7.85538461538462,10.0846153846154,-0.343846153846154,1.06307692307692
"28",2024-02-08 12:52:50,39.0684364285714,-74.1276671428571,20,24.8577142857143,11.295,7.35628571428571,7.85142857142857,10.0257142857143,-0.325,1.08357142857143
"29",2024-02-08 12:52:50,39.0684392857143,-74.1276528571428,20,26.8762857142857,12.9,7.36557142857143,7.85,9.91642857142857,-0.280714285714286,1.09714285714286
